#번호,설치목적구분,카메라대수,카메라화소수,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
5206,생활방범,1,200,30,17-Jan,02-2155-6098,37.46311,127.04994,2020-10-01
5207,생활방범,2,200,30,17-Jan,02-2155-6098,37.46293,127.04994,2020-10-01
5208,생활방범,2,200,30,17-Jan,02-2155-6098,37.44867,127.05555,2020-10-01
5209,생활방범,1,200,30,17-Jan,02-2155-6098,37.44866,127.05556,2020-10-01
5210,생활방범,3,200,30,17-Jan,02-2155-6098,37.44867,127.05558,2020-10-01
5211,생활방범,2,200,30,17-Jan,02-2155-6098,37.45311,127.0562,2020-10-01
5212,생활방범,1,200,30,17-Jan,02-2155-6098,37.45311,127.05621,2020-10-01
5213,생활방범,3,200,30,17-Jan,02-2155-6098,37.45311,127.05622,2020-10-01
5214,생활방범,4,200,30,17-Jan,02-2155-6098,37.45977,127.08686,2020-10-01
5215,생활방범,1,200,30,17-Jan,02-2155-6098,37.45977,127.08687,2020-10-01
5216,생활방범,2,200,30,17-Jan,02-2155-6098,37.45976,127.08687,2020-10-01
5217,생활방범,3,200,30,17-Jan,02-2155-6098,37.45978,127.08688,2020-10-01
5218,생활방범,2,200,30,17-Jan,02-2155-6098,37.48639,126.98533,2020-10-01
5219,생활방범,3,200,30,17-Jan,02-2155-6098,37.4864,126.98534,2020-10-01
5220,생활방범,2,200,30,17-Jan,02-2155-6098,37.48997,126.98553,2020-10-01
5221,생활방범,4,200,30,17-Jan,02-2155-6098,37.48998,126.98554,2020-10-01
5222,생활방범,3,200,30,17-Jan,02-2155-6098,37.48996,126.98554,2020-10-01
5223,생활방범,2,200,30,17-Jan,02-2155-6098,37.48773,126.98645,2020-10-01
5224,생활방범,4,200,30,17-Jan,02-2155-6098,37.48773,126.98647,2020-10-01
5225,생활방범,2,200,30,17-Jan,02-2155-6098,37.48816,126.98764,2020-10-01
5226,생활방범,3,200,30,17-Jan,02-2155-6098,37.48821,126.98768,2020-10-01
5227,생활방범,5,200,30,17-Jan,02-2155-6098,37.48823,126.98768,2020-10-01
5228,생활방범,4,200,30,17-Jan,02-2155-6098,37.48879,126.98902,2020-10-01
5229,생활방범,3,200,30,17-Jan,02-2155-6098,37.48878,126.98903,2020-10-01
5230,생활방범,2,200,30,17-Jan,02-2155-6098,37.48879,126.98904,2020-10-01
5231,생활방범,2,200,30,17-Jan,02-2155-6098,37.48775,126.99006,2020-10-01
5232,생활방범,3,200,30,17-Jan,02-2155-6098,37.48776,126.99006,2020-10-01
5233,생활방범,1,200,30,17-Jan,02-2155-6098,37.47838,126.98322,2020-10-01
5234,생활방범,1,200,30,17-Jan,02-2155-6098,37.48031,126.98333,2020-10-01
5235,생활방범,1,200,30,17-Jan,02-2155-6098,37.48184,126.98356,2020-10-01
5236,생활방범,1,200,30,17-Jan,02-2155-6098,37.47915,126.98357,2020-10-01
5237,생활방범,1,200,30,17-Jan,02-2155-6098,37.48137,126.9842,2020-10-01
5238,생활방범,1,200,30,17-Jan,02-2155-6098,37.48199,126.98428,2020-10-01
5239,생활방범,1,200,30,17-Jan,02-2155-6098,37.47729,126.98453,2020-10-01
5240,생활방범,1,200,30,17-Jan,02-2155-6098,37.48023,126.98454,2020-10-01
5241,생활방범,1,200,30,17-Jan,02-2155-6098,37.48509,126.98488,2020-10-01
5242,생활방범,1,200,30,17-Jan,02-2155-6098,37.47705,126.98501,2020-10-01
5243,생활방범,1,200,30,17-Jan,02-2155-6098,37.48161,126.98569,2020-10-01
5244,생활방범,1,200,30,17-Jan,02-2155-6098,37.48294,126.98588,2020-10-01
5245,생활방범,1,200,30,17-Jan,02-2155-6098,37.47796,126.98644,2020-10-01
5246,생활방범,1,200,30,17-Jan,02-2155-6098,37.47896,126.98649,2020-10-01
5247,생활방범,1,200,30,17-Jan,02-2155-6098,37.48131,126.9866,2020-10-01
5248,생활방범,1,200,30,17-Jan,02-2155-6098,37.4785,126.98819,2020-10-01
5249,생활방범,1,200,30,17-Jan,02-2155-6098,37.46548,126.98967,2020-10-01
5250,생활방범,1,200,30,17-Jan,02-2155-6098,37.48479,126.99137,2020-10-01
5251,생활방범,1,200,30,17-Jan,02-2155-6098,37.50118,126.99319,2020-10-01
5252,생활방범,1,200,30,17-Jan,02-2155-6098,37.48289,126.99381,2020-10-01
5253,생활방범,1,200,30,17-Jan,02-2155-6098,37.48141,126.99411,2020-10-01
5254,생활방범,1,200,30,17-Jan,02-2155-6098,37.50136,126.99416,2020-10-01
5255,생활방범,1,200,30,17-Jan,02-2155-6098,37.4816,126.99479,2020-10-01
5256,생활방범,1,200,30,17-Jan,02-2155-6098,37.48245,126.99537,2020-10-01
5257,생활방범,1,200,30,17-Jan,02-2155-6098,37.48773,126.99737,2020-10-01
5258,생활방범,1,200,30,17-Jan,02-2155-6098,37.4881,126.99823,2020-10-01
5259,생활방범,2,200,30,17-Feb,02-2155-6098,37.49176,127.01829,2020-10-01
5260,생활방범,3,200,30,17-Feb,02-2155-6098,37.49178,127.0183,2020-10-01
5261,생활방범,1,200,30,17-Feb,02-2155-6098,37.49177,127.0183,2020-10-01
5262,생활방범,2,200,30,17-Feb,02-2155-6098,37.49116,127.01956,2020-10-01
5263,생활방범,1,200,30,17-Feb,02-2155-6098,37.49116,127.01958,2020-10-01
5264,생활방범,1,200,30,17-Feb,02-2155-6098,37.49134,127.02002,2020-10-01
5265,생활방범,1,200,30,17-Mar,02-2155-6098,37.48596,126.99258,2020-10-01
5266,생활방범,1,200,30,17-Dec,02-2155-6098,37.5099,127.01898,2020-10-01
5267,생활방범,2,200,30,17-Dec,02-2155-6098,37.51469,127.01899,2020-10-01
5268,생활방범,3,200,30,17-Dec,02-2155-6098,37.51467,127.019,2020-10-01
5269,생활방범,1,200,30,17-Dec,02-2155-6098,37.50913,127.01945,2020-10-01
5270,생활방범,2,200,30,17-Dec,02-2155-6098,37.4671,127.01948,2020-10-01
5271,생활방범,1,200,30,17-Dec,02-2155-6098,37.46709,127.0195,2020-10-01
5272,생활방범,3,200,30,17-Dec,02-2155-6098,37.46708,127.01951,2020-10-01
5273,생활방범,2,200,30,17-Dec,02-2155-6098,37.50491,127.01968,2020-10-01
5274,생활방범,1,200,30,17-Dec,02-2155-6098,37.5049,127.0197,2020-10-01
5275,생활방범,1,200,30,17-Dec,02-2155-6098,37.50768,127.01981,2020-10-01
5276,생활방범,2,200,30,17-Dec,02-2155-6098,37.49271,127.02023,2020-10-01
5277,생활방범,3,200,30,17-Dec,02-2155-6098,37.49273,127.02024,2020-10-01
5278,생활방범,3,200,30,17-Dec,02-2155-6098,37.48875,127.02038,2020-10-01
5279,생활방범,1,200,30,17-Dec,02-2155-6098,37.50531,127.02038,2020-10-01
5280,생활방범,2,200,30,17-Dec,02-2155-6098,37.48875,127.0204,2020-10-01
5281,생활방범,3,200,30,17-Dec,02-2155-6098,37.48929,127.02077,2020-10-01
5282,생활방범,2,200,30,17-Dec,02-2155-6098,37.48929,127.02079,2020-10-01
5283,생활방범,3,200,30,17-Dec,02-2155-6098,37.49478,127.0208,2020-10-01
5284,생활방범,2,200,30,17-Dec,02-2155-6098,37.49478,127.02081,2020-10-01
5285,생활방범,4,200,30,17-Dec,02-2155-6098,37.49479,127.02082,2020-10-01
5286,생활방범,1,200,30,17-Dec,02-2155-6098,37.48364,127.02216,2020-10-01
5287,생활방범,2,200,30,17-Dec,02-2155-6098,37.48549,127.02235,2020-10-01
5288,생활방범,3,200,30,17-Dec,02-2155-6098,37.48547,127.02236,2020-10-01
5289,생활방범,1,200,30,17-Dec,02-2155-6098,37.48776,127.0277,2020-10-01
5290,생활방범,1,200,30,17-Dec,02-2155-6098,37.47626,127.04283,2020-10-01
5291,생활방범,2,200,30,17-Dec,02-2155-6098,37.47553,127.04306,2020-10-01
5292,생활방범,1,200,30,17-Dec,02-2155-6098,37.47552,127.04307,2020-10-01
5293,생활방범,3,200,30,17-Dec,02-2155-6098,37.47553,127.04308,2020-10-01
5294,생활방범,1,200,30,17-Dec,02-2155-6098,37.47638,127.04319,2020-10-01
5295,생활방범,2,200,30,17-Dec,02-2155-6098,37.47324,127.04478,2020-10-01
5296,생활방범,1,200,30,17-Dec,02-2155-6098,37.47323,127.04479,2020-10-01
5297,생활방범,1,200,30,17-Dec,02-2155-6098,37.44606,127.05813,2020-10-01
5298,생활방범,1,200,30,17-Dec,02-2155-6098,37.48684,126.9866,2020-10-01
5299,생활방범,1,200,30,17-Jul,02-2155-6098,37.47874,126.98604,2020-10-01
5300,생활방범,1,200,30,17-Jul,02-2155-6098,37.47345,126.98663,2020-10-01
5301,생활방범,1,200,30,17-Jul,02-2155-6098,37.48066,126.98763,2020-10-01
5302,생활방범,1,200,30,17-Jul,02-2155-6098,37.46579,126.99057,2020-10-01
5303,생활방범,1,200,30,18-Aug,02-2155-6098,37.468,127.03535,2020-10-01
5304,생활방범,1,200,30,18-Aug,02-2155-6098,37.46784,127.03548,2020-10-01
5305,생활방범,1,200,30,18-Aug,02-2155-6098,37.44293,127.05673,2020-10-01
5306,생활방범,1,200,30,18-Aug,02-2155-6098,37.45024,127.0579,2020-10-01
5307,생활방범,1,200,30,18-Aug,02-2155-6098,37.44367,127.05906,2020-10-01
5308,생활방범,1,200,30,18-Aug,02-2155-6098,37.43731,127.06354,2020-10-01
5309,생활방범,1,200,30,18-Aug,02-2155-6098,37.43538,127.06706,2020-10-01
5310,생활방범,1,200,30,18-Aug,02-2155-6098,37.45472,127.06788,2020-10-01
5311,생활방범,1,200,30,18-Aug,02-2155-6098,37.43548,127.06899,2020-10-01
5312,생활방범,1,200,30,18-Aug,02-2155-6098,37.43505,127.06964,2020-10-01
5313,생활방범,1,200,30,18-Aug,02-2155-6098,37.46103,127.07211,2020-10-01
5314,생활방범,2,200,30,18-Aug,02-2155-6098,37.46102,127.07212,2020-10-01
5315,생활방범,1,200,30,18-Aug,02-2155-6098,37.45977,127.08888,2020-10-01
5316,생활방범,1,200,30,18-Aug,02-2155-6098,37.45971,127.09096,2020-10-01
5317,생활방범,1,200,30,19-Jan,02-2155-6098,37.4599,127.02011,2020-10-01
5318,생활방범,2,200,30,19-Jan,02-2155-6098,37.4599,127.02011,2020-10-01
5319,생활방범,3,200,30,19-Jan,02-2155-6098,37.4599,127.02011,2020-10-01
5320,생활방범,4,200,30,19-Jan,02-2155-6098,37.4599,127.02011,2020-10-01
5321,생활방범,4,200,30,19-Mar,02-2155-6098,37.46843,126.99051,2020-10-01
5322,생활방범,1,200,30,19-Apr,02-2155-6098,37.48125,126.99799,2020-10-01
5323,생활방범,2,200,30,19-Apr,02-2155-6098,37.50041,127.01892,2020-10-01
5324,생활방범,3,200,30,19-Jun,02-2155-6098,37.48446,126.98217,2020-10-01
5325,생활방범,2,200,30,19-Jun,02-2155-6098,37.48444,126.98217,2020-10-01
5326,생활방범,1,200,30,19-Jun,02-2155-6098,37.48445,126.98218,2020-10-01
5327,생활방범,1,200,30,19-Jun,02-2155-6098,37.49329,126.98441,2020-10-01
5328,생활방범,1,200,30,19-Jun,02-2155-6098,37.49441,126.98446,2020-10-01
5329,생활방범,2,200,30,19-Jun,02-2155-6098,37.49407,126.98622,2020-10-01
5330,생활방범,1,200,30,19-Jun,02-2155-6098,37.49406,126.98623,2020-10-01
5331,생활방범,4,200,30,20-Jun,02-2155-6098,37.51591,127.01871,2020-10-01
5332,생활방범,2,200,30,20-Jun,02-2155-6098,37.47423,127.04633,2020-10-01
5333,생활방범,2,200,30,20-Aug,02-2155-6098,37.49327,127.00076,2020-10-01
5334,생활방범,2,200,30,20-Sep,02-2155-6098,37.4751,126.99958,2020-10-01
5335,어린이보호,1,200,30,08-Jan,02-2155-6098,37.50933,127.0046,2020-10-01
5336,어린이보호,2,200,30,08-Jan,02-2155-6098,37.50934,127.00461,2020-10-01
5337,어린이보호,2,200,30,09-Jan,02-2155-6098,37.47984,127.00906,2020-10-01
5338,어린이보호,1,200,30,09-Jan,02-2155-6098,37.47983,127.00906,2020-10-01
5339,어린이보호,4,200,30,09-Jan,02-2155-6098,37.51621,127.01206,2020-10-01
5340,어린이보호,1,200,30,09-Jan,02-2155-6098,37.51622,127.01207,2020-10-01
5341,어린이보호,3,200,30,09-Jan,02-2155-6098,37.51623,127.01207,2020-10-01
5342,어린이보호,2,200,30,09-Jan,02-2155-6098,37.51622,127.01208,2020-10-01
5343,어린이보호,1,200,30,09-Jan,02-2155-6098,37.4913,127.0142,2020-10-01
5344,어린이보호,3,200,30,09-Jan,02-2155-6098,37.49129,127.0142,2020-10-01
5345,어린이보호,2,200,30,09-Jan,02-2155-6098,37.4913,127.01421,2020-10-01
5346,생활방범,3,200,30,19-Jun,02-2155-6098,37.49405,126.98623,2020-10-01
5347,생활방범,2,200,30,19-Jun,02-2155-6098,37.49417,126.98686,2020-10-01
5348,생활방범,3,200,30,19-Jun,02-2155-6098,37.49418,126.98687,2020-10-01
5349,생활방범,1,200,30,19-Jun,02-2155-6098,37.49417,126.98687,2020-10-01
5350,생활방범,4,200,30,19-Jun,02-2155-6098,37.49416,126.98688,2020-10-01
5351,생활방범,1,200,30,19-Jun,02-2155-6098,37.48883,126.99128,2020-10-01
5352,생활방범,2,200,30,19-Jun,02-2155-6098,37.48882,126.99129,2020-10-01
5353,생활방범,3,200,30,19-Jun,02-2155-6098,37.48883,126.99129,2020-10-01
5354,생활방범,2,200,30,19-Jun,02-2155-6098,37.49777,126.99177,2020-10-01
5355,생활방범,1,200,30,17-Jul,02-2155-6098,37.46435,126.99109,2020-10-01
5356,생활방범,1,200,30,17-Jul,02-2155-6098,37.47712,126.99142,2020-10-01
5357,생활방범,1,200,30,17-Jul,02-2155-6098,37.47923,126.9955,2020-10-01
5358,생활방범,1,200,30,17-Jul,02-2155-6098,37.47477,127.00154,2020-10-01
5359,생활방범,1,200,30,17-Jul,02-2155-6098,37.49339,127.00218,2020-10-01
5360,생활방범,1,200,30,17-Jul,02-2155-6098,37.47907,127.00981,2020-10-01
5361,생활방범,2,200,30,17-Jul,02-2155-6098,37.47908,127.00982,2020-10-01
5362,생활방범,1,200,30,17-Jul,02-2155-6098,37.50907,127.02093,2020-10-01
5363,생활방범,1,200,30,17-Jul,02-2155-6098,37.48259,127.02126,2020-10-01
5364,생활방범,1,200,30,17-Jul,02-2155-6098,37.50763,127.02148,2020-10-01
5365,생활방범,1,200,30,17-Jul,02-2155-6098,37.49643,127.02152,2020-10-01
5366,생활방범,1,200,30,17-Jul,02-2155-6098,37.45789,127.039,2020-10-01
5367,생활방범,1,200,30,17-Jul,02-2155-6098,37.46406,127.04034,2020-10-01
5368,생활방범,1,200,30,17-Jul,02-2155-6098,37.45345,127.04868,2020-10-01
5369,생활방범,1,200,30,17-Jul,02-2155-6098,37.44373,127.05516,2020-10-01
5370,생활방범,1,200,30,17-Jul,02-2155-6098,37.46298,127.05554,2020-10-01
5371,생활방범,1,200,30,18-Feb,02-2155-6098,37.48085,126.9892,2020-10-01
5372,생활방범,1,200,30,18-Feb,02-2155-6098,37.47855,126.99406,2020-10-01
5373,생활방범,1,200,30,18-Mar,02-2155-6098,37.47839,126.98189,2020-10-01
5374,생활방범,2,200,30,18-Mar,02-2155-6098,37.47838,126.98189,2020-10-01
5375,생활방범,1,200,30,18-Mar,02-2155-6098,37.4776,126.98281,2020-10-01
5376,생활방범,2,200,30,18-Mar,02-2155-6098,37.47759,126.98281,2020-10-01
5377,생활방범,1,200,30,18-Mar,02-2155-6098,37.47812,126.9832,2020-10-01
5378,생활방범,1,200,30,18-Mar,02-2155-6098,37.47799,126.9835,2020-10-01
5379,생활방범,1,200,30,18-Mar,02-2155-6098,37.47757,126.98456,2020-10-01
5380,생활방범,2,200,30,18-Mar,02-2155-6098,37.48721,126.99395,2020-10-01
5381,생활방범,2,200,30,18-Mar,02-2155-6098,37.48275,126.99519,2020-10-01
5382,생활방범,1,200,30,18-Mar,02-2155-6098,37.48274,126.9952,2020-10-01
5383,생활방범,1,200,30,18-Mar,02-2155-6098,37.48166,126.99588,2020-10-01
5384,생활방범,1,200,30,18-Mar,02-2155-6098,37.48236,126.9962,2020-10-01
5385,생활방범,2,200,30,18-Mar,02-2155-6098,37.48321,126.99647,2020-10-01
5386,생활방범,1,200,30,18-Mar,02-2155-6098,37.4832,126.99648,2020-10-01
5387,생활방범,2,200,30,18-Mar,02-2155-6098,37.4817,126.9974,2020-10-01
5388,생활방범,1,200,30,18-Mar,02-2155-6098,37.48169,126.9974,2020-10-01
5389,생활방범,2,200,30,18-Mar,02-2155-6098,37.49433,127.01125,2020-10-01
5390,생활방범,4,200,30,18-Mar,02-2155-6098,37.49434,127.01125,2020-10-01
5391,어린이보호,2,200,30,09-Jan,02-2155-6098,37.50194,127.01531,2020-10-01
5392,어린이보호,1,200,30,09-Jan,02-2155-6098,37.50194,127.01532,2020-10-01
5393,어린이보호,3,200,30,09-Jan,02-2155-6098,37.50193,127.01533,2020-10-01
5394,어린이보호,2,200,30,09-Jan,02-2155-6098,37.48467,127.022,2020-10-01
5395,어린이보호,3,200,30,09-Jan,02-2155-6098,37.48465,127.022,2020-10-01
5396,어린이보호,1,200,30,09-Jan,02-2155-6098,37.49134,127.02688,2020-10-01
5397,어린이보호,2,200,30,09-Jan,02-2155-6098,37.49133,127.02688,2020-10-01
5398,어린이보호,1,200,30,09-Jan,02-2155-6098,37.4743,127.03285,2020-10-01
5399,어린이보호,2,200,30,09-Jan,02-2155-6098,37.47429,127.03286,2020-10-01
5400,어린이보호,2,200,30,09-Jan,02-2155-6098,37.47107,127.04159,2020-10-01
5401,어린이보호,1,200,30,09-Jan,02-2155-6098,37.47106,127.0416,2020-10-01
5402,어린이보호,3,200,30,09-Jan,02-2155-6098,37.47105,127.04161,2020-10-01
5403,어린이보호,3,200,30,09-Jan,02-2155-6098,37.4629,127.05149,2020-10-01
5404,어린이보호,2,200,30,09-Jan,02-2155-6098,37.4629,127.05151,2020-10-01
5405,어린이보호,4,200,30,09-Jan,02-2155-6098,37.46291,127.05152,2020-10-01
5406,어린이보호,4,200,30,09-Sep,02-2155-6098,37.47876,126.98529,2020-10-01
5407,어린이보호,3,200,30,09-Sep,02-2155-6098,37.47877,126.9853,2020-10-01
5408,어린이보호,5,200,30,09-Sep,02-2155-6098,37.47875,126.9853,2020-10-01
5409,어린이보호,2,200,30,09-Sep,02-2155-6098,37.47876,126.9853,2020-10-01
5410,어린이보호,3,200,30,09-Sep,02-2155-6098,37.48668,126.98783,2020-10-01
5411,어린이보호,1,200,30,09-Sep,02-2155-6098,37.48669,126.98784,2020-10-01
5412,어린이보호,2,200,30,09-Sep,02-2155-6098,37.48668,126.98785,2020-10-01
5413,어린이보호,4,200,30,09-Sep,02-2155-6098,37.48669,126.98785,2020-10-01
5414,어린이보호,2,200,30,09-Sep,02-2155-6098,37.4962,126.98838,2020-10-01
5415,어린이보호,1,200,30,09-Sep,02-2155-6098,37.49619,126.98838,2020-10-01
5416,어린이보호,3,200,30,09-Sep,02-2155-6098,37.49618,126.98839,2020-10-01
5417,어린이보호,3,200,30,09-Sep,02-2155-6098,37.47579,126.98994,2020-10-01
5418,어린이보호,1,200,30,09-Sep,02-2155-6098,37.47579,126.98995,2020-10-01
5419,어린이보호,2,200,30,09-Sep,02-2155-6098,37.47578,126.98996,2020-10-01
5420,어린이보호,3,200,30,09-Sep,02-2155-6098,37.50279,126.99049,2020-10-01
5421,어린이보호,1,200,30,09-Sep,02-2155-6098,37.50278,126.9905,2020-10-01
5422,어린이보호,9,200,30,10-Oct,02-2155-6098,37.51028,127.00433,2020-10-01
5423,어린이보호,2,200,30,10-Oct,02-2155-6098,37.50953,127.00456,2020-10-01
5424,어린이보호,6,200,30,10-Oct,02-2155-6098,37.48011,127.00968,2020-10-01
5425,어린이보호,1,200,30,10-Oct,02-2155-6098,37.48021,127.00968,2020-10-01
5426,어린이보호,2,200,30,10-Oct,02-2155-6098,37.48022,127.00981,2020-10-01
5427,어린이보호,3,200,30,10-Oct,02-2155-6098,37.48011,127.00982,2020-10-01
5428,어린이보호,5,200,30,10-Oct,02-2155-6098,37.48022,127.00992,2020-10-01
5429,어린이보호,4,200,30,10-Oct,02-2155-6098,37.48012,127.00992,2020-10-01
5430,어린이보호,1,200,30,10-Oct,02-2155-6098,37.51704,127.0117,2020-10-01
5431,어린이보호,4,200,30,10-Oct,02-2155-6098,37.51693,127.01172,2020-10-01
5432,어린이보호,2,200,30,10-Oct,02-2155-6098,37.51704,127.01185,2020-10-01
5433,어린이보호,5,200,30,10-Oct,02-2155-6098,37.51691,127.01186,2020-10-01
5434,어린이보호,3,200,30,10-Oct,02-2155-6098,37.51705,127.01198,2020-10-01
5435,어린이보호,6,200,30,10-Oct,02-2155-6098,37.51692,127.01201,2020-10-01
5436,생활방범,1,200,30,18-Mar,02-2155-6098,37.49433,127.01126,2020-10-01
5437,생활방범,3,200,30,18-Mar,02-2155-6098,37.49432,127.01127,2020-10-01
5438,생활방범,3,200,30,18-Mar,02-2155-6098,37.49391,127.01217,2020-10-01
5439,생활방범,2,200,30,18-Mar,02-2155-6098,37.49392,127.01217,2020-10-01
5440,생활방범,1,200,30,18-Mar,02-2155-6098,37.49391,127.01218,2020-10-01
5441,생활방범,4,200,30,18-Mar,02-2155-6098,37.4939,127.01219,2020-10-01
5442,생활방범,1,200,30,18-Mar,02-2155-6098,37.49431,127.01349,2020-10-01
5443,생활방범,2,200,30,18-Mar,02-2155-6098,37.49432,127.0135,2020-10-01
5444,생활방범,3,200,30,18-Mar,02-2155-6098,37.4943,127.0135,2020-10-01
5445,생활방범,2,200,30,18-Mar,02-2155-6098,37.49309,127.01388,2020-10-01
5446,생활방범,1,200,30,18-Mar,02-2155-6098,37.49307,127.01389,2020-10-01
5447,생활방범,2,200,30,18-Mar,02-2155-6098,37.49562,127.01426,2020-10-01
5448,생활방범,1,200,30,18-Mar,02-2155-6098,37.4956,127.01427,2020-10-01
5449,생활방범,1,200,30,18-Mar,02-2155-6098,37.49384,127.01446,2020-10-01
5450,생활방범,2,200,30,18-Mar,02-2155-6098,37.49385,127.01447,2020-10-01
5451,생활방범,1,200,30,18-Mar,02-2155-6098,37.49617,127.01458,2020-10-01
5452,생활방범,2,200,30,18-Mar,02-2155-6098,37.49421,127.01562,2020-10-01
5453,생활방범,1,200,30,18-Mar,02-2155-6098,37.49421,127.01564,2020-10-01
5454,생활방범,3,200,30,18-Mar,02-2155-6098,37.49409,127.01699,2020-10-01
5455,생활방범,1,200,30,18-Mar,02-2155-6098,37.49411,127.017,2020-10-01
5456,생활방범,2,200,30,18-Mar,02-2155-6098,37.49409,127.01701,2020-10-01
5457,생활방범,3,200,30,18-Mar,02-2155-6098,37.51591,127.01871,2020-10-01
5458,생활방범,2,200,30,18-Mar,02-2155-6098,37.51592,127.01872,2020-10-01
5459,생활방범,1,200,30,18-Mar,02-2155-6098,37.51591,127.01874,2020-10-01
5460,생활방범,1,200,30,18-Mar,02-2155-6098,37.51766,127.01895,2020-10-01
5461,생활방범,1,200,30,18-Mar,02-2155-6098,37.51674,127.01924,2020-10-01
5462,생활방범,1,200,30,18-Mar,02-2155-6098,37.51477,127.01976,2020-10-01
5463,생활방범,2,200,30,18-Mar,02-2155-6098,37.51476,127.01978,2020-10-01
5464,생활방범,2,200,30,18-Mar,02-2155-6098,37.49063,127.0048,2020-10-01
5465,생활방범,1,200,30,18-Mar,02-2155-6098,37.49064,127.00482,2020-10-01
5466,생활방범,4,200,30,18-Mar,02-2155-6098,37.49065,127.00483,2020-10-01
5467,생활방범,3,200,30,18-Mar,02-2155-6098,37.49063,127.00483,2020-10-01
5468,생활방범,2,200,30,18-Mar,02-2155-6098,37.49027,127.00483,2020-10-01
5469,생활방범,4,200,30,18-Mar,02-2155-6098,37.49026,127.00484,2020-10-01
5470,생활방범,1,200,30,18-Mar,02-2155-6098,37.49027,127.00484,2020-10-01
5471,생활방범,3,200,30,18-Mar,02-2155-6098,37.49028,127.00485,2020-10-01
5472,생활방범,4,200,30,18-Mar,02-2155-6098,37.49095,127.00561,2020-10-01
5473,생활방범,1,200,30,18-Mar,02-2155-6098,37.49096,127.00562,2020-10-01
5474,생활방범,2,200,30,18-Mar,02-2155-6098,37.49095,127.00562,2020-10-01
